,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,名称
13,蒂姆·米勒,"['瑞恩·雷诺兹', '莫蕾娜·巴卡琳', '艾德·斯克林', 'T·J·米勒', '吉娜·卡拉诺']",7.7,['2016'],"['喜剧', '动作', '科幻', '冒险']",108,324364,英语, 美国,死侍
14,吉尔莫·德尔·托罗,"['查理·汉纳姆', '菊地凛子', '伊德里斯·艾尔巴', '查理·戴', '朗·普尔曼']",7.6,['2013'],"['动作', '科幻', '冒险']",131,349668,英语, 美国,环太平洋
15,皮埃尔·柯芬,"['史蒂夫·卡瑞尔', '克里斯汀·韦格', '本杰明·布拉特', '米兰达·卡斯格拉夫', '拉塞尔·布兰德']",8.0,['2013'],"['喜剧', '动画', '冒险']",99,323940,英语, 美国,神偷奶爸2
16,布莱恩·辛格,"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '尼古拉斯·霍尔特', '奥斯卡·伊萨克']",7.7,['2016'],"['动作', '科幻', '奇幻', '冒险']",144,302249,英语, 美国,X战警：天启
17,吕寅荣,"['杰克·布莱克', '安吉丽娜·朱莉', '达斯汀·霍夫曼', '加里·奥德曼', '成龙']",8.0,['2011'],"['喜剧', '动作', '动画', '冒险']",91,343876,英语, 美国,功夫熊猫2
18,鲁伯特·瓦耶特,"['詹姆斯·弗兰科', '安迪·瑟金斯', '汤姆·费尔顿', '芙蕾达·平托', '布莱恩·考克斯']",8.1,['2011'],"['剧情', '动作', '科幻']",105,328646,英语, 美国,猩球崛起
19,科林·特雷沃罗,"['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '文森特·多诺费奥', '泰·辛普金斯', '尼克·罗宾森']",7.7,['2015'],"['动作', '科幻', '冒险']",124,308913,英语, 美国,侏罗纪世界
20,路易斯·莱特里尔,"['爱德华·诺顿', '丽芙·泰勒', '蒂姆·罗斯', '威廉·赫特', '蒂姆·布雷克·尼尔森']",7.0,['2008'],"['动作', '科幻', '惊悚']",112,161490,英语, 美国,无敌浩克
21,拉斯·霍尔斯道姆,"['乔什·加德', '布丽特·罗伯森', '丹尼斯·奎德', '佩吉·利普顿', 'K·J·阿帕']",7.7,['2017'],"['剧情', '喜剧', '家庭']",101,270980,英语, 美国,一条狗的使命
22,阿方索·卡隆,"['桑德拉·布洛克', '乔治·克鲁尼', '艾德·哈里斯', '奥托·伊格内修森', '法尔杜特·夏尔马']",7.9,['2013'],"['科幻', '惊悚', '灾难']",91,332927,英语, 美国,地心引力
23,山姆·雷米,"['托比·马奎尔', '威廉·达福', '克斯汀·邓斯特', '詹姆斯·弗兰科', '克里夫·罗伯逊']",7.8,['2002'],"['动作', '科幻', '冒险']",121,254217,英语, 美国,蜘蛛侠
24,周星驰,"['周星驰', '徐娇', '张雨绮', '林子聪', '冯勉恒']",6.7,['2008'],"['喜剧', '科幻']",86,285309,英语, 中国大陆,长江七号
25,温子仁,"['雷·沃纳尔', '加利·艾尔维斯', '丹尼·格洛弗', '肯·梁', '迪娜·迈耶']",8.7,['2004'],"['悬疑', '惊悚', '恐怖']",103,312543,英语, 美国,电锯惊魂
26,吕寅荣,"['杰克·布莱克', '布莱恩·科兰斯顿', '达斯汀·霍夫曼', '安吉丽娜·朱莉', 'J·K·西蒙斯']",7.7,['2016'],"['喜剧', '动作', '动画', '冒险']",95,259948,英语, 美国,功夫熊猫3
27,罗伯·马歇尔,"['约翰尼·德普', '佩内洛普·克鲁兹', '杰弗里·拉什', '伊恩·麦柯肖恩', '凯文·麦克纳利']",7.6,['2011'],"['动作', '奇幻', '冒险']",136,270587,英语, 美国,加勒比海盗4：惊涛怪浪
28,布莱恩·辛格,"['休·杰克曼', '帕特里克·斯图尔特', '伊恩·麦克莱恩', '法米克·詹森', '詹姆斯·麦斯登']",7.7,['2000'],"['动作', '科幻']",104,217218,英语, 美国,X战警
29,菲尔·约翰斯顿,"['约翰·C·赖利', '萨拉·西尔弗曼', '盖尔·加朵', '塔拉吉·P·汉森', '杰克·麦克布瑞尔']",8.1,['2018'],"['喜剧', '动画', '奇幻', '冒险']",112,265719,英语, 美国,无敌破坏王2：大闹互联网
30,丹尼斯·维伦纽瓦,"['艾米·亚当斯', '杰瑞米·雷纳', '福里斯特·惠特克', '迈克尔·斯图巴', '马泰']",7.7,['2016'],"['剧情', '科幻']",116,309958,英语, 美国,降临
31,林诣彬,"['范·迪塞尔', '保罗·沃克', '道恩·强森', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹']",7.8,['2013'],"['动作', '惊悚', '犯罪']",130,205999,英语, 美国,速度与激情6
32,克里斯托弗·麦奎里,"['汤姆·克鲁斯', '杰瑞米·雷纳', '西蒙·佩吉', '丽贝卡·弗格森', '文·瑞姆斯']",7.8,['2015'],"['动作', '惊悚', '冒险']",131,253272,英语, 美国,碟中谍5：神秘国度
33,布莱恩·辛格,"['帕特里克·斯图尔特', '休·杰克曼', '伊恩·麦克莱恩', '哈莉·贝瑞', '法米克·詹森']",7.7,['2003'],"['动作', '科幻', '惊悚']",133,187407,英语, 美国,X战警2
34,陈木胜,"['成龙', '谢霆锋', '杨采妮', '蔡卓妍', '吴彦祖']",7.5,['2004'],"['剧情', '动作', '惊悚', '犯罪']",123,203360,英语, 中国大陆,新警察故事
35,盖瑞·马歇尔,"['安妮·海瑟薇', '朱莉·安德鲁斯', '埃克托尔·埃利松多', '希瑟·玛塔拉佐', '曼迪·摩尔']",7.5,['2001'],"['喜剧', '爱情', '家庭']",115,227779,英语, 美国,公主日记
36,布莱特·拉特纳,"['休·杰克曼', '哈莉·贝瑞', '伊恩·麦克莱恩', '帕特里克·斯图尔特', '法米克·詹森']",7.6,['2006'],"['动作', '科幻', '惊悚']",104,184032,英语, 美国,X战警3：背水一战
37,丹·斯坎隆,"['比利·克里斯托', '约翰·古德曼', '史蒂夫·布西密', '海伦·米伦', '彼得·孙']",8.1,['2013'],"['喜剧', '动画', '冒险']",104,256649,英语, 美国,怪兽大学
38,马特·里夫斯,"['安迪·瑟金斯', '杰森·克拉克', '加里·奥德曼', '凯丽·拉塞尔', '托比·凯贝尔']",7.6,['2014'],"['剧情', '动作', '科幻']",130,224423,英语, 美国,猩球崛起2：黎明之战
39,邓肯·琼斯,"['崔维斯·费米尔', '托比·凯贝尔', '宝拉·巴顿', '吴彦祖', '本·福斯特']",7.7,['2016'],"['动作', '奇幻', '冒险']",124,245724,英语, 美国,魔兽
40,塞思·麦克法兰,"['塞思·麦克法兰', '马克·沃尔伯格', '米拉·库尼斯', '乔尔·麦克哈尔', '吉奥瓦尼·瑞比西']",7.1,['2012'],['喜剧'],106,228486,英语, 美国,泰迪熊
41,巴里·索南菲尔德,"['威尔·史密斯', '汤米·李·琼斯', '乔什·布洛林', '杰梅奈·克莱门特', '艾玛·汤普森']",7.6,['2012'],"['喜剧', '动作', '科幻']",103,231525,英语, 美国,黑衣人3
42,布拉德·伯德,"['格雷格·T·尼尔森', '霍利·亨特', '莎拉·沃威尔', '赫克·米尔纳', '伊莱·富西尔']",7.9,['2018'],"['喜剧', '动作', '动画', '冒险']",118,192604,英语, 美国,超人总动员2
43,马克·韦布,"['安德鲁·加菲尔德', '艾玛·斯通', '杰米·福克斯', '戴恩·德哈恩', '坎贝尔·斯科特']",7.5,['2014'],"['动作', '科幻', '冒险']",142,199249,英语, 美国,超凡蜘蛛侠2
44,山姆·雷米,"['托比·马奎尔', '克斯汀·邓斯特', '詹姆斯·弗兰科', '阿尔弗雷德·莫里纳', '罗斯玛丽·哈里斯']",7.5,['2004'],"['动作', '科幻', '冒险']",127,183474,英语, 美国,蜘蛛侠2
45,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '迈克尔·凯恩', '连姆·尼森', '凯蒂·霍尔姆斯', '加里·奥德曼']",8.4,['2005'],"['剧情', '动作', '科幻', '惊悚', '犯罪']",140,229154,英语, 美国,蝙蝠侠：侠影之谜
46,肖恩·利维,"['本·斯蒂勒', '欧文·威尔逊', '罗宾·威廉姆斯', '迪克·范·戴克', '米基·鲁尼']",7.4,['2006'],"['喜剧', '动作', '家庭', '奇幻', '冒险']",108,197735,英语, 美国,博物馆奇妙夜
47,凯尔·巴尔达,"['桑德拉·布洛克', '乔恩·哈姆', '迈克尔·基顿', '艾莉森·珍妮', '史蒂夫·库根']",7.5,['2015'],"['喜剧', '动画']",91,192257,英语, 美国,小黄人大眼萌
48,卡洛斯·沙尔丹哈,"['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '西恩·威廉·斯科特', '乔希·佩克']",8.1,['2006'],"['喜剧', '动画', '冒险']",91,180570,英语, 美国,冰川时代2：融冰之灾
49,布莱恩·德·帕尔玛,"['汤姆·克鲁斯', '强·沃特', '让·雷诺', '艾曼纽·贝阿', '克里斯汀·斯科特·托马斯']",8.1,['1996'],"['动作', '惊悚', '冒险']",110,183894,英语, 美国,碟中谍
50,山姆·雷米,"['托比·马奎尔', '克斯汀·邓斯特', '詹姆斯·弗兰科', '托马斯·哈登·丘奇', '托弗·戈瑞斯']",7.4,['2007'],"['动作', '科幻', '冒险']",139,165810,英语, 美国,蜘蛛侠3
51,迪恩·德布洛斯,"['杰伊·巴鲁切尔', '凯特·布兰切特', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉']",8.0,['2014'],"['动画', '奇幻', '冒险']",102,200986,英语, 美国,驯龙高手2
52,克里斯·雷纳德,"['路易·C·K', '艾瑞克·斯通斯崔特', '凯文·哈特', '艾丽·坎伯尔', '史蒂夫·库根']",7.6,['2016'],"['喜剧', '动画']",87,194028,英语, 美国,爱宠大机密
53,巴里·库克,"['温明娜', '艾迪·墨菲', '哈维·费斯特恩', '米盖尔·弗尔', '吴汉章']",7.8,['1998'],"['剧情', '动画', '家庭', '冒险']",88,173552,英语, 美国,花木兰
54,贾森·雷特曼,"['艾伦·佩吉', '迈克尔·塞拉', '詹妮弗·加纳', '杰森·贝特曼', '艾莉森·珍妮']",7.9,['2007'],"['剧情', '喜剧', '爱情']",96,205675,英语, 美国,朱诺
55,格蕾塔·葛韦格,"['西尔莎·罗南', '劳里·梅特卡夫', '崔西·莱茨', '卢卡斯·赫奇斯', '蒂莫西·柴勒梅德']",7.9,['2017'],"['剧情', '家庭']",93,211515,英语, 美国,伯德小姐
56,麦克·特米尔,"['阿兹·安萨里', '乔·贝哈', '克里斯托弗·坎贝尔', '阿兰·夏巴', '伊丝特尔·迪恩']",8.1,['2012'],"['喜剧', '动画', '冒险']",88,178968,英语, 美国,冰川时代4
57,乔恩·费儒,"['尼尔·塞西', '比尔·默瑞', '本·金斯利', '伊德里斯·艾尔巴', '露皮塔·尼永奥']",7.8,['2016'],"['剧情', '奇幻', '冒险']",106,202830,英语, 美国,奇幻森林
58,巴里·索南菲尔德,"['威尔·史密斯', '汤米·李·琼斯', '约翰尼·诺克斯维尔', '罗莎里奥·道森', '雷普·汤恩']",7.6,['2002'],"['喜剧', '动作', '科幻']",88,164786,英语, 美国,黑衣人2
59,米凯尔·哈弗斯特罗姆,"['西尔维斯特·史泰龙', '阿诺·施瓦辛格', '吉姆·卡维泽', '法兰·塔希尔', '艾米·莱安']",7.7,['2013'],"['动作', '惊悚']",116,174745,英语, 美国,金蝉脱壳
60,奉俊昊,"['宋康昊', '朴海日', '裴斗娜', '边熙峰', '高雅星']",7.4,['2006'],"['剧情', '科幻', '惊悚', '灾难']",120,162448,英语, 韩国,汉江怪物
61,汤姆·提克威,"['弗朗卡·波滕特', '莫里兹·布雷多', '赫伯特·克瑙普', '妮娜·皮媞', '阿敏·罗德']",8.1,['1998'],"['动作', '惊悚', '犯罪']",81,186187,德语, 德国,罗拉快跑
62,保罗·金,"['本·卫肖', '妮可·基德曼', '休·博纳维尔', '莎莉·霍金斯', '萨缪尔·乔斯林']",7.7,['2014'],"['喜剧', '动画', '家庭']",95,171972,英语, 英国,帕丁顿熊
63,布尔·斯蒂尔斯,"['扎克·埃夫隆', '莱斯利·曼恩', '托马斯·列农', '马修·派瑞', 'Tyler Steelman']",7.3,['2009'],"['剧情', '喜剧', '爱情']",102,169257,英语, 美国,重返十七岁
64,安德鲁·亚当森,"['麦克·梅尔斯', '艾迪·墨菲', '卡梅隆·迪亚兹', '约翰·利思戈', '文森特·卡索']",7.9,['2001'],"['喜剧', '动画', '家庭', '奇幻', '冒险']",90,152236,英语, 美国,怪物史瑞克
65,罗伯·科恩,"['范·迪塞尔', '保罗·沃克', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹', '尹成植']",7.8,['2001'],"['动作', '犯罪']",106,133702,英语, 美国,速度与激情
66,埃里克·达尼尔,"['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",7.8,['2005'],"['喜剧', '动画', '家庭', '冒险']",86,149076,英语, 美国,马达加斯加
67,托德·菲利普斯,"['布莱德利·库珀', '艾德·赫尔姆斯', '扎克·加利凡纳基斯', '贾斯汀·巴萨', '海瑟·格拉汉姆']",7.7,['2009'],['喜剧'],108,189571,英语, 美国,宿醉
68,盖·里奇,"['梅纳·玛索德', '娜奥米·斯科特', '威尔·史密斯', '马尔万·肯扎里', '纳维德·内加班']",7.6,['2019'],"['爱情', '歌舞', '奇幻', '冒险']",128,198475,英语, 美国,阿拉丁
69,盖瑞·罗斯,"['桑德拉·布洛克', '凯特·布兰切特', '安妮·海瑟薇', '海伦娜·伯翰·卡特', '蕾哈娜']",6.7,['2018'],"['喜剧', '犯罪']",110,175475,英语, 美国,瞒天过海：美人计
70,格恩迪·塔塔科夫斯基,"['亚当·桑德勒', '安迪·萨姆伯格', '赛琳娜·戈麦斯', '凯文·詹姆斯', '法兰·德瑞雪']",7.9,['2012'],"['喜剧', '动画', '奇幻']",91,165527,英语, 美国,精灵旅社
71,马修·沃恩,"['亚伦·泰勒-约翰逊', '科洛·莫瑞兹', '尼古拉斯·凯奇', '克里斯托夫·梅兹-普莱瑟', '马克·斯特朗']",7.5,['2010'],"['喜剧', '动作', '犯罪']",117,191368,英语, 美国,海扁王
72,汤姆·沙迪亚克,"['金·凯瑞', '摩根·弗里曼', '詹妮弗·安妮斯顿', '菲利普·贝克·霍尔', '凯瑟琳·贝尔']",7.6,['2003'],"['喜剧', '奇幻']",101,158362,英语, 美国,冒牌天神
73,西娅·夏罗克,"['艾米莉亚·克拉克', '山姆·克拉弗林', '珍妮·麦克蒂尔', '查尔斯·丹斯', '布兰登·柯伊尔']",7.8,['2016'],"['剧情', '爱情']",110,179214,英语, 英国,遇见你之前
74,伍迪·艾伦,"['丽贝卡·豪尔', '斯嘉丽·约翰逊', '哈维尔·巴登', '佩内洛普·克鲁兹', '克里斯·梅西纳']",7.8,['2008'],"['剧情', '爱情']",96,189215,英语, 西班牙,午夜巴塞罗那
75,J·J·艾布拉姆斯,"['汤姆·克鲁斯', '菲利普·塞默·霍夫曼', '文·瑞姆斯', '比利·克鲁德普', '米歇尔·莫纳汉']",7.5,['2006'],"['动作', '惊悚', '冒险']",126,137848,英语, 美国,碟中谍3
76,肯尼·奥特加,"['扎克·埃夫隆', '凡妮莎·哈金斯', '阿什丽·提斯代尔', '卢卡斯·格拉比']",7.7,['2006'],"['剧情', '喜剧']",98,129267,英语, 美国,歌舞青春
77,詹姆斯·卡梅隆,"['阿诺·施瓦辛格', '迈克尔·比恩', '琳达·汉密尔顿', '保罗·温菲尔德', '兰斯·亨利克森']",8.1,['1984'],"['动作', '科幻', '惊悚']",107,142433,英语, 美国,终结者
78,皮埃尔·莫瑞尔,"['连姆·尼森', '玛姬·格蕾斯', '法米克·詹森', '利兰·奥瑟', '强·格瑞斯']",8.3,['2008'],"['剧情', '动作', '惊悚', '犯罪']",93,169815,英语, 法国,飓风营救
79,林诣彬,"['范·迪塞尔', '保罗·沃克', '米歇尔·罗德里格兹', '乔丹娜·布鲁斯特', '盖尔·加朵']",7.7,['2009'],"['动作', '犯罪']",107,118058,英语, 美国,速度与激情4
80,彼得·博格,"['威尔·史密斯', '查理兹·塞隆', '杰森·贝特曼', '杰·海德', '埃迪·马森']",6.8,['2008'],"['动作', '犯罪', '奇幻']",92,152241,英语, 美国,全民超人汉考克
81,大卫·斯雷德,"['艾伦·佩吉', '帕特里克·威尔森', '吴珊卓', '欧德莎·雷', 'G.J. Echternkamp']",7.5,['2005'],"['剧情', '惊悚', '犯罪']",104,175986,英语, 美国,水果硬糖
82,贾森·雷特曼,"['乔治·克鲁尼', '安娜·肯德里克', '维拉·法米加', '杰森·贝特曼', '艾米·莫顿']",7.9,['2009'],"['剧情', '爱情']",109,178170,英语, 美国,在云端
83,安德鲁·亚当森,"['乔芝·韩莉', '斯堪德·凯恩斯', '威廉·莫斯里', '安娜·帕波维尔', '蒂尔达·斯文顿']",7.3,['2005'],"['剧情', '奇幻', '冒险']",143,137059,英语, 英国,纳尼亚传奇1：狮子、女巫和魔衣橱
84,彼得·休伊特,"['比尔·默瑞', '詹妮弗·洛芙·休伊特', '布瑞金·梅耶', '斯蒂芬·托布罗斯基']",7.7,['2004'],"['喜剧', '家庭']",80,124297,英语, 美国,加菲猫
85,索菲亚·科波拉,"['斯嘉丽·约翰逊', '比尔·默瑞', '吉奥瓦尼·瑞比西', '竹下明子', '安娜·法瑞丝']",7.7,['2003'],"['剧情', '爱情']",102,166916,英语, 美国,迷失东京
86,罗伯·明可夫,"['迈克尔·J·福克斯', '吉娜·戴维斯', '休·劳瑞', '乔纳森·利普尼基', '内森·连恩']",7.7,['1999'],"['喜剧', '家庭', '奇幻', '冒险']",84,119278,英语, 美国,精灵鼠小弟
87,肖恩·利维,"['本·斯蒂勒', '罗宾·威廉姆斯', '欧文·威尔逊', '史蒂夫·库根', '瑞奇·热维斯']",7.1,['2014'],"['喜剧', '奇幻', '冒险']",98,123313,英语, 美国,博物馆奇妙夜3
88,张哲洙,"['金秀贤', '李玹雨', '朴基雄', '李彩英', '孙贤周']",7.8,['2013'],"['喜剧', '动作']",124,153377,韩语, 韩国,隐秘而伟大
89,约翰·拉塞特,"['欧文·威尔逊', '保罗·纽曼', '邦尼·亨特', '王牌接线员拉里', '切奇·马林']",7.9,['2006'],"['喜剧', '动画', '冒险']",117,125624,英语, 美国,赛车总动员
90,温子仁,"['维拉·法米加', '帕特里克·威尔森', '莉莉·泰勒', '朗·里维斯顿', '珊莉·卡斯韦尔']",7.8,['2013'],"['悬疑', '惊悚', '恐怖']",112,165972,英语, 美国,招魂
91,莎伦·马奎尔,"['蕾妮·齐薇格', '科林·费尔斯', '休·格兰特', '吉姆·布劳德本特', '雪莉·亨德森']",7.5,['2001'],"['剧情', '喜剧', '爱情']",97,161327,英语, 英国,BJ单身日记
92,罗伯·马歇尔,"['章子怡', '渡边谦', '杨紫琼', '巩俐', '周采芹']",7.4,['2005'],"['剧情', '爱情']",145,159674,英语, 美国,艺伎回忆录
93,斯蒂芬·卓博斯基,"['罗根·勒曼', '艾玛·沃森', '埃兹拉·米勒', '妮娜·杜波夫', '保罗·路德']",8.0,['2012'],"['剧情', '爱情']",102,156037,英语, 美国,壁花少年
94,爱德华·兹威克,"['安妮·海瑟薇', '杰克·吉伦哈尔', '朱迪·格雷尔', '汉克·阿扎利亚', '乔什·加德']",7.1,['2010'],"['剧情', '喜剧', '爱情']",113,157710,英语, 美国,爱情与灵药
95,马丁·斯科塞斯,"['阿萨·巴特菲尔德', '科洛·莫瑞兹', '本·金斯利', '萨莎·拜伦·科恩', '裘德·洛']",7.6,['2011'],"['剧情', '儿童', '奇幻', '冒险']",127,157474,英语, 美国,雨果
96,姜炯哲,"['车太贤', '朴宝英', '王晳铉', '宋河波', '黄雨瑟惠']",7.9,['2008'],"['剧情', '喜剧', '音乐']",108,144651,韩语, 韩国,非常主播
97,帕特里克·休斯,"['瑞恩·雷诺兹', '塞缪尔·杰克逊', '加里·奥德曼', '萨尔玛·海耶克', '艾洛蒂·袁']",7.2,['2017'],"['喜剧', '动作', '犯罪']",118,121689,英语, 美国,王牌保镖
98,盖瑞·马歇尔,"['安妮·海瑟薇', '朱莉·安德鲁斯', '克里斯·派恩', '埃克托尔·埃利松多', '约翰·瑞斯-戴维斯']",6.9,['2004'],"['喜剧', '爱情', '家庭']",113,119197,英语, 美国,公主日记2
99,金容华,"['金雅中', '朱镇模', '林玄植', '金贤淑', '李汉威']",7.2,['2006'],"['喜剧', '爱情']",120,121749,韩语, 韩国,丑女大翻身
100,大卫·O·拉塞尔,"['布莱德利·库珀', '詹妮弗·劳伦斯', '罗伯特·德尼罗', '杰基·韦佛', '克里斯·塔克']",7.7,['2012'],"['剧情', '喜剧', '爱情', '家庭']",122,157884,英语, 美国,乌云背后的幸福线
101,提莫·贝克曼贝托夫,"['詹姆斯·麦卡沃伊', '摩根·弗里曼', '安吉丽娜·朱莉', '特伦斯·斯坦普', '托马斯·克莱舒曼']",7.4,['2008'],"['动作', '惊悚', '犯罪']",110,144948,英语, 美国,通缉令
102,迈克尔·格雷西,"['休·杰克曼', '米歇尔·威廉姆斯', '扎克·埃夫隆', '赞达亚', '丽贝卡·弗格森']",7.7,['2017'],"['剧情', '歌舞', '传记']",105,131361,英语, 美国,马戏之王
103,杨雅喆,"['桂纶镁', '张孝全', '凤小岳', '张书豪', '仇泠']",7.5,['2012'],"['剧情', '爱情', '同性']",106,141440,闽南语, 中国台湾,女朋友，男朋友
104,史蒂文·斯皮尔伯格,"['杰夫·高布伦', '朱丽安·摩尔', '皮特·波斯尔思韦特', '艾利斯·霍华德', '理查德·阿滕伯勒']",7.5,['1997'],"['动作', '科幻', '惊悚', '冒险']",129,102026,英语, 美国,侏罗纪公园2：失落的世界
105,扎克·施奈德,"['杰拉德·巴特勒', '文森特·里根', '琳娜·海蒂', '多米尼克·韦斯特', '迈克尔·法斯宾德']",7.8,['2006'],"['动作', '历史', '战争']",117,117081,英语, 美国,斯巴达300勇士
